118141489723,447447895,10/03/2022 04:09:14 PM,10/03/2022 04:12:13 PM,165.225.57.188,,,,,Not at all,At least once a day,Not at all,Less than once a month,Less than once a month,At least once a month,At least once a month,At least once a week,,Not at all,Expert,Intermediate,Basic stuff,Not at all,Basic stuff,Basic stuff,Intermediate,,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,,,R,Excel,,,,,,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,FCAS,41-50 years old,United States,,Insurance company,,26-50,More than 20
118141485553,447447895,10/03/2022 04:05:01 PM,10/03/2022 04:08:04 PM,66.46.138.11,,,,,Less than once a month,At least once a day,At least once a month,Not at all,Not at all,Not at all,Less than once a month,At least once a month,,Not at all,Advanced,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,,R,Excel,,,Python,,,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,,,,,,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,,No perceived benefit,,,,,ACAS,Up to 30 years old,Canada,,Insurance company,,51-200,Between 5 and 10
118141444635,447447895,10/03/2022 03:21:12 PM,10/03/2022 03:24:45 PM,100.35.152.231,,,,,Not at all,At least once a day,Less than once a month,At least once a week,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Advanced,Basic stuff,Not at all,Basic stuff,Basic stuff,Basic stuff,,Very much so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAS,,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,,,,,Credibility,Premium adjustment,Excess loss analysis,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,,,,No perceived benefit,,,,,ACAS,41-50 years old,United States,,Other (please specify),Rating Bureau,1-5,More than 20
118141163855,447447895,10/03/2022 10:26:24 AM,10/03/2022 10:30:38 AM,135.23.121.51,,,,,Not at all,At least once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Intermediate,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,,,,,,,,,I'm recently retired - just doing part time business consulting,,,,,,,see answer to #6,,,,,,,,,,,,see answer to #6,,,,,,,see answer to #6,,,,FCAS,61 or older,Canada,,Other (please specify),part time consulting part time retired,1-5,More than 20
118141124619,447447895,10/03/2022 09:41:00 AM,10/03/2022 09:49:05 AM,136.226.49.0,,,,,At least once a day,At least once a day,Not at all,Not at all,At least once a month,Not at all,Not at all,At least once a week,,Expert,Expert,Not at all,Intermediate,Intermediate,Not at all,Not at all,Advanced,,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Unsure,,,R,,,,Python,,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,,,AI/deep learning,,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,geo-spatial analysis,,,,,,No perceived benefit,,,,"With climate change happening, actuaries could be more adopt to looking at risk by geography.",FCAS,41-50 years old,United States,,Insurance company,,51-200,More than 20
118141113307,447447895,10/03/2022 09:32:06 AM,10/03/2022 09:36:39 AM,165.225.61.26,,,,,At least once a month,At least once a day,Less than once a month,Not at all,At least once a day,Less than once a month,At least once a month,Less than once a month,"C#, Julia, Azure Synapse, Azure ML",Intermediate,Expert,Intermediate,Not at all,Advanced,Intermediate,Advanced,Not at all,"Basic (C#), Intermediate (Julia), Advanced (Azure Synapse, Azure ML)",Unsure,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,,"* Third party software tools (WTW, Milliman, etc.)  * ML 'in a box' tools (DataRobot, etc.)  * Tools for pipeline development & analytics (Azure, Synapse, etc).",,,,,Python,,A business intelligence dashboarding tool like Power BI,,C#,,,,,,No perceived benefit,,,,,,,No perceived benefit,,"Linear regression, including GLMs",,,,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",AI/deep learning,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,,No perceived benefit,,"* Pipelines for automation (DevOps, git)   * Julia","More questions around third party tools like ResQ, Emblem, Igloo, curious as to use of these tools v. home grown/open source.",,FCAS,31-40 years old,United States,,Consulting Firm,,51-200,Between 15 and 20
118140752496,447447895,10/02/2022 06:37:55 PM,10/02/2022 06:49:42 PM,107.145.249.162,,,,,At least once a week,At least once a day,Not at all,Not at all,At least once a week,Not at all,Not at all,At least once a month,,Advanced,Advanced,Not at all,Intermediate,Advanced,Not at all,Not at all,Advanced,,Somewhat,Very much so,Unsure,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Not at all,Unsure,Very much so,Somewhat,Very much so,Very much so,Very much so,Unsure,Somewhat,Very much so,Unsure,Very much so,Somewhat,Unsure,,,R,,,,Python,,,,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",,,,,,,AI/deep learning,,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,,,Not relevant to my practice area,,,,ACAS,31-40 years old,United States,,Consulting Firm,,51-200,Between 5 and 10
118140687911,447447895,10/02/2022 02:18:07 PM,10/02/2022 02:23:02 PM,134.238.170.194,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Advanced,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,Not at all,,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Unsure,Not at all,Not at all,Unsure,Somewhat,Somewhat,Unsure,,,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,FCAS,51-60 years old,United States,,Insurance company,,26-50,More than 20
118140528521,447447895,10/01/2022 11:00:52 PM,10/02/2022 01:34:30 AM,24.130.13.41,,,,,Not at all,At least once a day,Not at all,Not at all,At least once a week,At least once a week,Not at all,At least once a day,,Basic stuff,Advanced,Intermediate,Not at all,Advanced,Advanced,Not at all,Advanced,,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Somewhat,Somewhat,Very much so,Not at all,Not at all,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,Excel,,,Python,,,SQL,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,,,,,,None yet,Up to 30 years old,United States,,Insurance company,,11-25,Less than 5
118140494556,447447895,10/01/2022 09:31:50 PM,10/01/2022 09:38:53 PM,108.228.60.209,,,,,Not at all,At least once a day,Not at all,At least once a day,Less than once a month,At least once a week,Less than once a month,At least once a day,,Basic stuff,Expert,Basic stuff,Advanced,Intermediate,Basic stuff,Basic stuff,Advanced,,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Very much so,,,,,,,Python,,,,,,,,,,,Current company software investments not obsolete,,Lack of management support,Lack of IT support,Financial cost,,,Cost/Benefit is not demonstrably material uplift,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,No perceived material marginal benefit,,,,ACAS,41-50 years old,United States,,Insurance company,,11-25,Between 15 and 20
118140485383,447447895,10/01/2022 08:39:05 PM,10/01/2022 08:45:04 PM,115.70.22.5,,,,,Less than once a month,At least once a day,Not at all,At least once a day,At least once a month,Not at all,Less than once a month,At least once a day,,Basic stuff,Expert,Not at all,Expert,Advanced,Basic stuff,Basic stuff,Expert,,Somewhat,Very much so,Somewhat,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,,,,,Python,,,,,,,,,,,"The team is not using the tool, so no IT support, no production usage, and no daily practice via work",,,Lack of IT support,,,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,Tree-based methods like random forests,,,,,,,Not enough time,,No work exposure,,Some commercial tool like ResQ and Emblem from WTW,,None yet,31-40 years old,Australia,,Insurance company,,1-5,Less than 5
118140456453,447447895,10/01/2022 06:04:45 PM,10/01/2022 06:07:51 PM,136.226.50.80,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Less than once a month,Not at all,Alteryx - Less than once a month,Not at all,Expert,Expert,Not at all,Not at all,Not at all,Basic stuff,Not at all,Alteryx - Intermediate,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Alteryx - Somewhat,"Alteryx, reserving software such as Arius or ResQ",R,Excel,,SAS,,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,,,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,Up to 30 years old,United States,,Consulting Firm,,51-200,Between 5 and 10
118140336225,447447895,10/01/2022 10:46:50 AM,10/01/2022 11:00:41 AM,73.159.141.3,,,,,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,At least once a week,At least once a week,,Basic stuff,Expert,Intermediate,Intermediate,Not at all,Not at all,Not at all,Advanced,,Very much so,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Very much so,Somewhat,Unsure,,,,Excel,,,,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,Financial cost,Not enough time,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,41-50 years old,United States,,Insurance company,,51-200,Between 15 and 20
118140278327,447447895,10/01/2022 08:05:50 AM,10/01/2022 08:09:45 AM,35.202.77.10,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,At least once a month,At least once a day,,Not at all,Expert,Basic stuff,Basic stuff,Not at all,Not at all,Basic stuff,Intermediate,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,,,,SQL,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 10 and 15
118140170808,447447895,10/01/2022 12:07:39 AM,10/01/2022 12:18:38 AM,173.77.161.202,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,Unsure,Not at all,Unsure,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Unsure,Unsure,Unsure,Not at all,Not at all,Unsure,Somewhat,Somewhat,Somewhat,,,,Excel,,,,,,,,,,,Financial cost,Not enough time,No perceived benefit,,,Lack of management support,,Financial cost,Not enough time,No perceived benefit,,,,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,Lack of management support,,Financial cost,Not enough time,No perceived benefit,,,,,FCAS,41-50 years old,United States,,Insurance company,,200+,Between 15 and 20
118140144577,447447895,09/30/2022 10:11:52 PM,09/30/2022 10:17:21 PM,192.247.14.50,,,,,At least once a day,At least once a day,Not at all,At least once a month,Not at all,Not at all,Not at all,At least once a month,,Advanced,Expert,Not at all,Advanced,Not at all,Not at all,Not at all,Basic stuff,,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,,"Proprietary gbm ,glm and other modelling tools.",R,Excel,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,,Excess loss analysis,,,,,,,,,,,,,Not enough time,,,,,,FCAS,31-40 years old,Canada,,Insurance company,,26-50,Between 15 and 20
118140013658,447447895,09/30/2022 04:42:28 PM,09/30/2022 04:49:58 PM,107.115.5.75,,,,,Not at all,At least once a day,At least once a month,Not at all,Not at all,Less than once a month,At least once a month,Not at all,,Not at all,Advanced,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,Not at all,,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Unsure,,Insurance specific tools such as ResQ and Igloo,,,,,,,,,,,,,Financial cost,Not enough time,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,Gradient boosting methods,,,,,,,Deep learning- explainability,,,,FCAS,51-60 years old,United States,,Consulting Firm,,200+,More than 20
118140011566,447447895,09/30/2022 04:37:45 PM,09/30/2022 04:46:38 PM,199.247.45.80,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Less than once a month,Not at all,Word and PowerPoint,Not at all,Advanced,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,Not at all,Word and PowerPoint - Intermediate,Very much so,Very much so,Not at all,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,,Word and PowerPoint,,,,,,,,,,,,,Financial cost,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,ACAS,51-60 years old,United States,,Broker or (re)insurance intermediary,,51-200,More than 20
